시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명,해제사유발생일
경기도 성남수정구 수진동,5**,다가구,8m미만,143.52,66.4,202101,7,"83,000",1991,수정남로66번길,
경기도 성남수정구 수진동,2***,다가구,8m미만,117.42,66.8,202103,23,"79,000",1991,산성대로149번길,
경기도 성남수정구 수진동,4***,다가구,8m미만,121.65,66.8,202101,26,"55,000",1988,제일로123번길,
경기도 성남수정구 수진동,1**,다가구,8m미만,115.07,67.1,202105,4,"80,000",1990,수정남로46번길,
경기도 성남수정구 수진동,6**,다가구,8m미만,131.46,67.1,202101,6,"85,000",1993,탄리로45번길,
경기도 성남수정구 수진동,3**,다가구,8m미만,133.7,67.1,202101,23,"85,000",1989,수정로120번길,
경기도 성남수정구 수진동,1***,다가구,8m미만,92.69,68.1,202104,10,"78,000",1980,탄리로17번길,
경기도 성남수정구 수진동,2**,다가구,8m미만,125.47,68.1,202102,20,"76,000",1996,수정남로52번길,
경기도 성남수정구 수진동,6**,다가구,8m미만,166.75,68.1,202101,30,"85,000",1989,탄리로45번길,
경기도 성남수정구 수진동,4***,다가구,8m미만,125.24,68.8,202103,2,"61,800",1990,성남대로1180번길,
경기도 성남수정구 수진동,4***,다가구,8m미만,162.52,68.8,202102,10,"65,000",1992,성남대로1194번길,
경기도 성남수정구 수진동,3***,다가구,8m미만,83.44,69.8,202101,29,"45,000",1979,성남대로1210번길,
경기도 성남수정구 수진동,3***,다가구,8m미만,109.36,70.7,202101,25,"51,000",1987,성남대로1194번길,
경기도 성남수정구 수진동,1***,다가구,8m미만,221.8,131.2,202105,18,"135,000",1989,수정남로48번길,
경기도 성남수정구 수진동,4**,다가구,8m미만,275.4,139.6,202103,23,"130,000",1992,수정남로60번길,
경기도 성남수정구 수진동,4***,다가구,8m미만,460.42,214,202105,28,"225,000",1997,모란로,
경기도 성남수정구 수진동,3***,단독,8m미만,39.34,53.9,202103,8,"41,800",1973,수정남로24번길,
경기도 성남수정구 수진동,3***,단독,8m미만,62.54,56.5,202106,1,"50,000",1983,수정남로26번길,
경기도 성남수정구 수진동,1***,단독,8m미만,89.58,58.2,202105,11,"85,000",1981,제일로138번길,
경기도 성남수정구 수진동,3***,단독,8m미만,99.24,60.8,202105,10,"43,712",1982,수정남로24번길,
경기도 성남수정구 수진동,3**,단독,8m미만,104.04,62.5,202101,19,"70,000",1990,수정남로58번길,
경기도 성남수정구 수진동,8**,단독,8m미만,105.68,64.1,202102,22,"78,000",1990,수정남로64번길,
경기도 성남수정구 수진동,1***,단독,8m미만,137.43,66.1,202101,29,"86,000",1992,산성대로165번길,
경기도 성남수정구 수진동,3**,단독,8m미만,111.6,67.8,202106,12,"91,000",1972,수정로120번길,
경기도 성남수정구 수진동,1***,단독,8m미만,117.2,68.5,202105,15,"77,000",1989,산성대로173번길,
경기도 성남수정구 수진동,2***,단독,8m미만,168.23,68.8,202101,20,"90,000",1989,제일로110번길,
경기도 성남수정구 수진동,4***,단독,8m미만,91.21,182,202101,9,"81,000",1978,산성대로57번길,
경기도 성남수정구 시흥동,1**,단독,25m이상,343,238,202104,19,"175,211",1996,대왕판교로976번길,
경기도 성남수정구 시흥동,6*,단독,8m미만,391.21,880,202105,17,"228,500",2006,설개로,
경기도 성남수정구 신흥동,3***,다가구,8m미만,91.34,51.9,202101,23,"62,000",1989,수정남로164번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,106.81,54.5,202103,4,"71,000",1988,시민로145번길,
경기도 성남수정구 신흥동,3***,다가구,8m미만,136.13,57.5,202101,2,"73,000",1995,산성대로255번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,101.44,57.9,202106,12,"73,000",1992,수정로188번길,
경기도 성남수정구 신흥동,5***,다가구,8m미만,110.06,59.2,202102,19,"78,000",1972,수정로170번길,
경기도 성남수정구 신흥동,5***,다가구,8m미만,110.06,59.2,202102,19,"78,000",1972,수정로170번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,110.23,59.8,202101,26,"73,000",1989,산성대로225번길,
경기도 성남수정구 신흥동,3***,다가구,8m미만,87.77,60.2,202104,13,"66,000",1986,수정남로176번길,
경기도 성남수정구 신흥동,3***,다가구,8m미만,87.77,60.2,202104,13,"66,000",1986,수정남로176번길,
경기도 성남수정구 신흥동,5***,다가구,8m미만,147.02,60.2,202104,17,"74,500",1993,수정로154번길,
경기도 성남수정구 신흥동,2***,다가구,8m미만,106.05,60.5,202104,3,"72,000",1989,산성대로283번길,
경기도 성남수정구 신흥동,3***,다가구,8m미만,154.53,60.8,202105,12,"75,000",1991,산성대로269번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,188.76,60.8,202101,11,"55,000",1992,산성대로255번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,108.34,61.2,202101,25,"75,000",1990,산성대로215번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,110.21,61.2,202101,12,"66,000",2007,탄리로,
경기도 성남수정구 신흥동,5***,다가구,8m미만,106.94,61.5,202106,14,"70,500",1990,수정남로88번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,109.81,61.5,202107,3,"77,000",1990,산성대로215번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,110.19,61.5,202104,18,"68,000",1992,산성대로269번길,
경기도 성남수정구 신흥동,5***,다가구,8m미만,95.63,61.8,202103,27,"73,000",1991,수정로170번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,103.85,62.1,202105,5,"71,500",1989,탄리로30번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,109.34,62.1,202105,29,"77,000",1989,탄리로30번길,
경기도 성남수정구 신흥동,3***,다가구,8m미만,115.91,62.5,202104,7,"75,000",1993,수정로228번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,126.14,62.5,202103,19,"70,900",1991,탄리로16번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,174.08,63.1,202104,14,"77,500",1994,시민로145번길,
경기도 성남수정구 신흥동,3***,다가구,8m미만,72.92,63.5,202103,29,"70,000",1986,수정남로164번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,108.97,63.5,202105,21,"77,500",1990,산성대로225번길,
경기도 성남수정구 신흥동,5***,다가구,8m미만,142.21,63.5,202101,13,"73,000",1990,수정남로98번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,151.87,63.5,202103,13,"78,500",1994,탄리로30번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,105.2,64.1,202101,2,"63,000",1987,탄리로30번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,113.36,64.1,202101,11,"76,000",1990,탄리로16번길,
경기도 성남수정구 신흥동,2***,다가구,8m미만,114.22,64.1,202106,5,"70,000",1991,산성대로269번길,
경기도 성남수정구 신흥동,2***,다가구,8m미만,111.24,64.5,202105,21,"75,000",1990,수정남로176번길,
경기도 성남수정구 신흥동,5***,다가구,8m미만,113.95,64.5,202101,13,"74,000",1990,수정남로88번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,114.3,64.5,202106,14,"72,000",1991,산성대로269번길,
경기도 성남수정구 신흥동,3***,다가구,8m미만,155.21,64.8,202106,20,"88,000",1993,공원로379번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,128.85,65.1,202104,17,"71,000",1991,탄리로38번길,
경기도 성남수정구 신흥동,5***,다가구,8m미만,112.58,65.5,202101,15,"74,000",1990,수정로188번길,
경기도 성남수정구 신흥동,3***,다가구,8m미만,119.28,65.5,202101,7,"66,000",1991,시민로150번길,
경기도 성남수정구 신흥동,5***,다가구,8m미만,125.72,65.5,202101,23,"76,000",1990,시민로163번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,128.97,65.5,202104,26,"75,000",1993,탄리로42번길,
경기도 성남수정구 신흥동,2***,다가구,8m미만,134.78,65.5,202101,9,"76,000",1994,공원로367번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,110.05,65.8,202101,30,"79,000",1990,시민로145번길,
경기도 성남수정구 신흥동,3***,다가구,8m미만,85.85,66.4,202103,10,"70,000",1996,시민로150번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,69.85,67.1,202101,2,"66,800",1983,탄리로30번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,83.24,67.1,202101,9,"72,000",1989,산성대로269번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,122.17,67.1,202101,28,"38,600",1992,산성대로225번길,
경기도 성남수정구 신흥동,5***,다가구,8m미만,108.39,67.8,202103,4,"76,000",1993,탄리로52번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,126.54,68.1,202101,16,"70,200",1993,산성대로269번길,
경기도 성남수정구 신흥동,5***,다가구,8m미만,143.59,68.4,202107,8,"89,000",1972,수정로154번길,
경기도 성남수정구 신흥동,2***,다가구,8m미만,112.7,68.8,202105,18,"75,000",1980,수정남로176번길,
경기도 성남수정구 신흥동,2***,다가구,8m미만,124.48,68.8,202101,26,"70,000",1992,수정남로176번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,140.25,69.8,202103,19,"81,000",2006,탄리로52번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,140.25,69.8,202103,19,"81,000",2006,탄리로52번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,181.79,69.8,202101,16,"82,000",1984,탄리로52번길,
경기도 성남수정구 신흥동,3***,다가구,8m미만,117.8,70.4,202101,7,"72,000",1989,수정남로152번길,
경기도 성남수정구 신흥동,5***,다가구,8m미만,151.24,70.7,202105,27,"63,500",1989,시민로163번길,
경기도 성남수정구 신흥동,5***,다가구,8m미만,121.73,72.1,202104,1,"79,000",1989,수정남로86번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,136.77,72.1,202101,30,"77,000",1989,산성대로225번길,
경기도 성남수정구 신흥동,5***,다가구,8m미만,166.89,72.1,202106,28,"89,500",1991,수정로170번길,
경기도 성남수정구 신흥동,3***,다가구,8m미만,126.02,72.4,202101,5,"67,000",1990,수정남로150번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,121.95,73.7,202103,26,"86,000",1991,탄리로42번길,
경기도 성남수정구 신흥동,3***,다가구,8m미만,131.55,74.7,202103,28,"80,000",1989,수정남로152번길,
경기도 성남수정구 신흥동,3***,다가구,8m미만,131.55,74.7,202103,28,"80,000",1989,수정남로152번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,215.49,75.4,202105,28,"69,000",1989,시민로139번길,
경기도 성남수정구 신흥동,4***,다가구,8m미만,215.49,75.4,202105,28,"69,000",1989,시민로139번길,20210618
경기도 성남수정구 신흥동,6***,다가구,8m미만,89.12,76.4,202102,10,"81,000",1979,탄리로30번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,89.12,76.4,202102,10,"81,000",1979,탄리로30번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,147.45,76.4,202104,12,"86,000",1995,산성대로215번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,89.12,76.7,202104,8,"76,000",1979,탄리로30번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,134.27,78.7,202105,17,"83,000",1990,탄리로,
경기도 성남수정구 신흥동,4***,다가구,8m미만,204.59,92.4,202101,10,"91,000",1995,수정로188번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,182.38,93.9,202101,6,"90,300",1989,탄리로42번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,72.56,110.1,202105,14,"89,900",1976,탄리로12번길,
경기도 성남수정구 신흥동,6***,다가구,8m미만,234.88,111.5,202103,10,"101,000",1994,탄리로,
경기도 성남수정구 신흥동,5***,다가구,12m미만,261.69,129.2,202104,12,"92,500",1972,수정남로,
경기도 성남수정구 신흥동,4***,다가구,8m미만,220.98,139.5,202101,28,"120,000",1972,산성대로255번길,
경기도 성남수정구 신흥동,9*,다가구,25m이상,170.96,168.7,202102,27,"84,000",1986,공원로,
경기도 성남수정구 신흥동,4***,단독,8m미만,95.68,47.3,202106,23,"45,000",1980,시민로139번길,
경기도 성남수정구 신흥동,5***,단독,8m미만,45.03,50.2,202101,9,"62,000",1978,수정로170번길,
경기도 성남수정구 신흥동,3***,단독,8m미만,89.95,51.2,202102,22,"70,000",1992,산성대로269번길,
경기도 성남수정구 신흥동,6***,단독,8m미만,40.13,55.5,202103,31,"65,000",1973,수정남로84번길,
경기도 성남수정구 신흥동,6***,단독,8m미만,79.76,58.5,202101,15,"63,000",1984,수정로154번길,
경기도 성남수정구 신흥동,4***,단독,8m미만,44.3,60.2,202106,10,"68,000",1974,산성대로215번길,
경기도 성남수정구 신흥동,3***,단독,8m미만,100.92,60.5,202104,14,"67,000",1983,수정로228번길,
경기도 성남수정구 신흥동,2***,단독,8m미만,102.95,60.5,202101,18,"69,000",1990,수정로228번길,
경기도 성남수정구 신흥동,2***,단독,8m미만,91.8,61.5,202106,8,"67,000",1986,산성대로269번길,
경기도 성남수정구 신흥동,4***,단독,8m미만,65.92,62.8,202102,3,"68,000",1973,시민로145번길,
경기도 성남수정구 신흥동,4***,단독,8m미만,100.1,63.5,202102,1,"71,500",2002,산성대로269번길,
경기도 성남수정구 신흥동,4***,단독,8m미만,100.1,63.5,202102,1,"71,500",2002,산성대로269번길,
경기도 성남수정구 신흥동,6***,단독,8m미만,107.31,64.5,202105,4,"65,000",1979,탄리로30번길,
경기도 성남수정구 신흥동,4***,단독,8m미만,154.8,66.8,202104,22,"89,900",2000,산성대로225번길,
경기도 성남수정구 신흥동,4***,단독,8m미만,126.54,68.1,202105,22,"80,000",1993,산성대로269번길,
경기도 성남수정구 신흥동,2***,단독,8m미만,112.7,68.8,202103,25,"73,000",1987,수정남로176번길,
경기도 성남수정구 심곡동,3**,다가구,12m미만,284.42,211,202107,5,"123,500",2019,심곡로50번길,20210715
경기도 성남수정구 심곡동,3**,다가구,12m미만,284.42,211,202107,5,"123,500",2019,심곡로50번길,
경기도 성남수정구 심곡동,3**,단독,8m미만,192.24,331,202102,25,"116,000",1994,심곡로37번길,
경기도 성남수정구 심곡동,3**,단독,8m미만,197.47,331,202104,15,"120,000",1992,null,
경기도 성남수정구 양지동,5**,다가구,8m미만,235.92,90.8,202105,17,"71,000",1995,산성대로503번길,
경기도 성남수정구 양지동,1**,다가구,8m미만,266.06,105.2,202104,19,"60,000",1995,산성대로581번길,
경기도 성남수정구 양지동,1**,다가구,8m미만,248.56,107.1,202103,13,"61,000",1990,산성대로567번길,
경기도 성남수정구 양지동,1**,다가구,8m미만,198.45,112.4,202103,16,"66,500",1995,수정로578번길,
경기도 성남수정구 양지동,7**,다가구,12m미만,182.89,114.1,202101,6,"55,000",1988,양지로,
경기도 성남수정구 양지동,4**,다가구,12m미만,124.49,130,202104,26,"65,000",1978,산성대로515번길,
경기도 성남수정구 양지동,1**,다가구,12m미만,307.57,139.8,202105,22,"84,500",1994,수정로578번길,
경기도 성남수정구 양지동,1**,다가구,12m미만,387.15,140.8,202104,12,"89,000",1992,수정로578번길,
경기도 성남수정구 양지동,1**,다가구,8m미만,320.56,148.4,202106,2,"107,500",1995,산성대로581번길,
경기도 성남수정구 양지동,1*,단독,8m미만,161.7,90.6,202104,20,"41,500",2003,수정로,
경기도 성남수정구 양지동,5**,단독,8m미만,60.99,164.3,202101,18,"46,500",1975,산성대로527번길,
경기도 성남수정구 오야동,2**,단독,8m미만,58.8,278,202107,15,"100,350",1998,오야남로38번길,
경기도 성남수정구 창곡동,5**,다가구,12m미만,420.01,262.3,202106,30,"285,000",2016,위례서일로3길,
경기도 성남수정구 창곡동,5**,다가구,12m미만,420.1,262.3,202104,6,"285,000",2016,위례서일로3길,20210630
경기도 성남수정구 창곡동,5**,다가구,25m이상,488.77,272,202105,31,"345,000",2016,위례순환로4길,
경기도 성남수정구 창곡동,5**,다가구,25m미만,757.63,394.1,202106,9,"540,000",2015,위례서일로1길,
경기도 성남수정구 태평동,4***,다가구,8m미만,96.98,53.6,202105,25,"61,000",1998,탄리로151번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,84.24,55.5,202105,15,"40,000",1985,남문로123번길,
경기도 성남수정구 태평동,8**,다가구,8m미만,87.22,56.2,202101,4,"40,400",1993,탄리로146번길,
경기도 성남수정구 태평동,4***,다가구,8m미만,44.3,56.5,202105,15,"51,000",1982,남문로39번길,
경기도 성남수정구 태평동,6***,다가구,8m미만,97.32,57.9,202102,6,"47,000",1993,성남대로1237번길,
경기도 성남수정구 태평동,3*,다가구,8m미만,126.65,57.9,202101,20,"39,000",1989,태평로128번길,
경기도 성남수정구 태평동,8**,다가구,8m미만,106.55,58.5,202105,6,"36,000",1990,탄리로146번길,
경기도 성남수정구 태평동,8**,다가구,8m미만,106.55,58.5,202101,20,"35,500",1990,탄리로146번길,20210511
경기도 성남수정구 태평동,3**,다가구,8m미만,119.4,59.5,202101,30,"41,000",1990,태평로90번길,
경기도 성남수정구 태평동,3***,다가구,8m미만,96.08,59.8,202104,13,"60,000",1989,탄리로119번길,
경기도 성남수정구 태평동,5***,다가구,8m미만,145.07,59.8,202103,11,"37,500",1990,남문로15번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,110.49,60.5,202104,16,"45,000",1991,공원로,
경기도 성남수정구 태평동,7*,다가구,8m미만,121.87,60.5,202103,25,"47,800",1989,태평로124번길,
경기도 성남수정구 태평동,3***,다가구,8m미만,65.88,61.2,202105,12,"59,000",1984,탄리로119번길,
경기도 성남수정구 태평동,9**,다가구,8m미만,106.49,61.2,202101,11,"44,000",2007,탄리로132번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,105.23,61.5,202102,26,"36,000",1987,태평로82번길,
경기도 성남수정구 태평동,6***,다가구,8m미만,116.76,61.8,202105,20,"50,000",1988,수정로57번길,
경기도 성남수정구 태평동,5***,다가구,8m미만,142.92,61.8,202106,17,"50,000",2001,남문로5번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,116.79,61.9,202106,8,"53,000",1996,공원로,
경기도 성남수정구 태평동,1***,다가구,8m미만,77.87,62.1,202101,28,"39,100",1987,남문로131번길,
경기도 성남수정구 태평동,4***,다가구,8m미만,105.62,62.1,202101,23,"60,000",2015,제일로232번길,
경기도 성남수정구 태평동,5***,다가구,8m미만,112.4,62.5,202105,25,"46,700",1988,남문로23번길,
경기도 성남수정구 태평동,5***,다가구,8m미만,112.4,62.5,202103,30,"46,700",1988,남문로23번길,20210526
경기도 성남수정구 태평동,1***,다가구,8m미만,112.46,62.5,202106,21,"55,000",1988,태평로124번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,122.9,62.5,202106,26,"49,000",1989,태평로124번길,
경기도 성남수정구 태평동,6**,다가구,25m미만,69.11,62.8,202106,19,"25,000",1984,탄리로,
경기도 성남수정구 태평동,6***,다가구,8m미만,99.19,63.1,202105,5,"49,000",1984,수정로57번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,117.39,63.1,202103,13,"42,000",1987,남문로131번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,119.38,63.1,202101,15,"35,000",1991,태평로126번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,125.88,63.1,202106,8,"42,000",1990,시민로255번길,
경기도 성남수정구 태평동,2**,다가구,8m미만,70.5,63.5,202102,22,"42,500",2002,시민로261번길,
경기도 성남수정구 태평동,5***,다가구,8m미만,75.9,63.5,202105,4,"45,500",2016,남문로11번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,104.61,63.5,202105,10,"40,500",1993,태평로126번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,109.94,63.5,202102,5,"38,000",1993,남문로129번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,112.9,63.5,202101,14,"40,500",1996,남문로107번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,116.46,63.5,202105,3,"43,500",1989,남문로107번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,117.71,63.5,202101,9,"35,500",1989,태평로108번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,118.96,63.5,202101,13,"38,500",1988,남문로115번길,
경기도 성남수정구 태평동,4***,다가구,8m미만,122.85,63.5,202105,31,"62,500",1988,탄리로145번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,138.24,63.5,202101,28,"41,500",1988,남문로115번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,65.26,64.1,202105,17,"40,800",1983,남문로117번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,69.85,64.1,202103,18,"36,500",1981,남문로107번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,102.08,64.1,202102,3,"41,500",1992,남문로129번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,102.08,64.1,202102,3,"41,500",1992,남문로129번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,110.44,64.1,202103,27,"45,500",1990,남문로107번길,
경기도 성남수정구 태평동,4**,다가구,8m미만,131.97,64.1,202101,30,"52,000",1993,시민로255번길,
경기도 성남수정구 태평동,6***,다가구,8m미만,93.01,64.5,202102,16,"50,000",1985,수정북로13번길,
경기도 성남수정구 태평동,5***,다가구,8m미만,111.7,64.5,202103,8,"51,000",1988,남문로23번길,
경기도 성남수정구 태평동,6**,다가구,25m미만,94.81,65.1,202104,16,"60,000",1976,탄리로,
경기도 성남수정구 태평동,1***,다가구,8m미만,104.72,65.1,202101,22,"45,000",2005,시민로250번길,
경기도 성남수정구 태평동,6***,다가구,8m미만,107.1,65.1,202102,10,"43,000",1986,수정북로9번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,108.48,65.1,202106,15,"37,000",1993,시민로241번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,124.92,65.1,202105,22,"38,000",1983,남문로119번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,71.44,65.5,202105,3,"46,000",1984,남문로129번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,72.95,65.5,202103,6,"41,700",1978,남문로121번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,100.89,65.5,202101,20,"40,000",1987,남문로113번길,
경기도 성남수정구 태평동,3***,다가구,8m미만,109.14,65.5,202101,22,"58,000",1988,남문로55번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,116.06,65.5,202102,19,"41,000",1986,태평로124번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,117.26,65.5,202103,22,"45,000",1991,태평로126번길,
경기도 성남수정구 태평동,6***,다가구,8m미만,119.9,65.5,202105,1,"46,000",1979,수정북로5번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,149.44,65.5,202105,10,"43,500",1993,남문로121번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,118.17,66.1,202101,10,"42,000",1990,남문로113번길,
경기도 성남수정구 태평동,6***,다가구,8m미만,128.48,66.1,202105,3,"58,000",1990,수정로87번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,113.03,66.8,202101,20,"45,000",1988,시민로241번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,115.46,66.8,202105,4,"44,500",1990,시민로241번길,
경기도 성남수정구 태평동,3***,다가구,8m미만,119.48,66.8,202103,18,"59,500",1991,남문로63번길,
경기도 성남수정구 태평동,3***,다가구,8m미만,120.04,66.8,202106,18,"46,000",1986,남문로77번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,124.74,66.8,202102,1,"47,800",1991,남문로129번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,129.8,66.8,202102,2,"42,500",1997,남문로97번길,
경기도 성남수정구 태평동,5***,다가구,8m미만,103.18,67.1,202107,5,"50,140",1987,남문로21번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,108.18,67.1,202101,14,"35,000",1986,남문로85번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,108.18,67.1,202103,24,"43,500",1986,남문로85번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,112.6,67.1,202105,17,"42,700",1990,남문로121번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,112.6,67.1,202103,19,"40,000",1990,남문로121번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,112.6,67.1,202101,25,"40,000",1990,남문로121번길,20210325
경기도 성남수정구 태평동,3***,다가구,8m미만,124.89,67.1,202104,18,"60,000",1988,남문로55번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,130.6,67.1,202102,3,"42,000",1989,남문로97번길,
경기도 성남수정구 태평동,6**,다가구,8m미만,109.3,67.8,202101,4,"45,000",1986,태평로64번길,
경기도 성남수정구 태평동,3***,다가구,8m미만,123.57,67.8,202101,25,"42,500",1989,탄리로132번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,123.82,67.8,202101,13,"37,500",1988,남문로123번길,
경기도 성남수정구 태평동,4*,다가구,8m미만,126.44,67.8,202105,10,"48,300",1990,태평로128번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,155.34,67.8,202105,9,"50,000",1987,남문로111번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,78.3,68.1,202105,8,"44,000",1984,남문로131번길,
경기도 성남수정구 태평동,5***,다가구,8m미만,108.56,68.1,202101,23,"50,000",1991,남문로24번길,
경기도 성남수정구 태평동,3***,다가구,8m미만,143.37,68.1,202104,23,"48,000",1993,남문로77번길,
경기도 성남수정구 태평동,3***,다가구,8m미만,101.79,68.8,202101,5,"36,500",1985,탄리로132번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,127.37,68.8,202102,2,"48,400",1990,태평로124번길,
경기도 성남수정구 태평동,1***,다가구,8m미만,129.75,68.8,202101,19,"45,000",1998,남문로115번길,
경기도 성남수정구 태평동,3**,다가구,25m미만,136.36,68.8,202105,24,"35,000",1991,태평로,
경기도 성남수정구 태평동,2***,다가구,8m미만,72.6,69.4,202106,5,"44,000",1984,시민로241번길,
경기도 성남수정구 태평동,5**,다가구,8m미만,102.96,69.4,202106,18,"32,300",1984,태평로64번길,
경기도 성남수정구 태평동,6**,다가구,8m미만,117.43,69.4,202101,9,"42,500",1986,탄리로146번길,
경기도 성남수정구 태평동,5***,다가구,8m미만,125.35,69.4,202105,27,"51,000",1989,남문로7번길,
경기도 성남수정구 태평동,5**,다가구,25m미만,126.99,69.4,202103,8,"50,000",1990,태평로,
경기도 성남수정구 태평동,2***,다가구,8m미만,180.15,69.4,202102,6,"56,000",1991,남문로123번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,180.15,69.4,202105,20,"57,000",1991,남문로123번길,
경기도 성남수정구 태평동,4***,다가구,8m미만,15.9,69.8,202101,24,"52,000",1980,태평로48번길,
경기도 성남수정구 태평동,5**,다가구,8m미만,120.73,69.8,202103,3,"50,000",1991,태평로64번길,
경기도 성남수정구 태평동,5***,다가구,25m미만,162.68,69.8,202102,24,"68,000",2001,제일로,20210514
경기도 성남수정구 태평동,5***,다가구,25m미만,162.68,69.8,202105,28,"68,000",2001,제일로,
경기도 성남수정구 태평동,1***,다가구,8m미만,60.63,70.4,202101,6,"37,000",1978,남문로125번길,
경기도 성남수정구 태평동,5**,다가구,8m미만,112.14,70.4,202105,30,"45,900",1987,태평로64번길,
경기도 성남수정구 태평동,1**,다가구,8m미만,115.95,70.4,202101,29,"41,000",1988,시민로259번길,
경기도 성남수정구 태평동,7**,다가구,8m미만,130.64,70.7,202105,21,"45,000",1989,탄리로132번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,73.63,71.1,202104,20,"43,000",1986,탄리로132번길,
경기도 성남수정구 태평동,5***,다가구,8m미만,123.61,71.1,202106,5,"62,700",1987,남문로5번길,
경기도 성남수정구 태평동,2***,다가구,8m미만,104.59,71.4,202102,9,"38,000",1984,시민로241번길,
경기도 성남수정구 태평동,9**,다가구,8m미만,127.98,71.4,202101,8,"45,000",1991,탄리로132번길,
